Object,Category,Mesh volume,Surface area,Diameter,Compactness,Rectangularity,Convexity,Eccentricity,Sphericity,extents_0,extents_1,extents_2,D1_bin_0,D1_bin_1,D1_bin_2,D1_bin_3,D1_bin_4,D1_bin_5,D1_bin_6,D1_bin_7,D1_bin_8,D1_bin_9,D1_bin_10,D1_bin_11,D1_bin_12,D1_bin_13,D1_bin_14,D1_bin_15,D1_bin_16,D1_bin_17,D1_bin_18,D1_bin_19,D2_bin_0,D2_bin_1,D2_bin_2,D2_bin_3,D2_bin_4,D2_bin_5,D2_bin_6,D2_bin_7,D2_bin_8,D2_bin_9,D2_bin_10,D2_bin_11,D2_bin_12,D2_bin_13,D2_bin_14,D2_bin_15,D2_bin_16,D2_bin_17,D2_bin_18,D2_bin_19,A3_bin_0,A3_bin_1,A3_bin_2,A3_bin_3,A3_bin_4,A3_bin_5,A3_bin_6,A3_bin_7,A3_bin_8,A3_bin_9,A3_bin_10,A3_bin_11,A3_bin_12,A3_bin_13,A3_bin_14,A3_bin_15,A3_bin_16,A3_bin_17,A3_bin_18,A3_bin_19,D3_bin_0,D3_bin_1,D3_bin_2,D3_bin_3,D3_bin_4,D3_bin_5,D3_bin_6,D3_bin_7,D3_bin_8,D3_bin_9,D3_bin_10,D3_bin_11,D3_bin_12,D3_bin_13,D3_bin_14,D3_bin_15,D3_bin_16,D3_bin_17,D3_bin_18,D3_bin_19,D4_bin_0,D4_bin_1,D4_bin_2,D4_bin_3,D4_bin_4,D4_bin_5,D4_bin_6,D4_bin_7,D4_bin_8,D4_bin_9,D4_bin_10,D4_bin_11,D4_bin_12,D4_bin_13,D4_bin_14,D4_bin_15,D4_bin_16,D4_bin_17,D4_bin_18,D4_bin_19
D00125_rm.obj,Skyscraper,0.027038579377654706,0.6680164371922289,1.0628375859821377,3.6052993767881745,0.44045351139141575,0.2228994929114658,0.13943933542704423,0.2773694762876703,1.0,0.29236634,0.21010868,0.0,0.018132,0.092596,0.096572,0.07912,0.067,0.077428,0.071368,0.083452,0.091548,0.09634,0.092488,0.060236,0.034584,0.01884,0.00628,0.006796,0.00342,0.001912,0.001888,0.017816,0.061856,0.119428,0.130252,0.113648,0.098776,0.078776,0.068896,0.062732,0.056568,0.050048,0.042972,0.036628,0.027364,0.0188,0.0096,0.003776,0.001472,0.000508,8.4e-05,0.093992,0.152176,0.1218,0.080624,0.061296,0.050132,0.044108,0.04108,0.039392,0.03496,0.033984,0.03286,0.032416,0.032488,0.034068,0.034604,0.031556,0.025592,0.016548,0.006324,0.013432,0.089956,0.199208,0.2546,0.221904,0.135172,0.05722,0.020648,0.006472,0.001252,0.000136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048548,0.221536,0.332228,0.263976,0.109104,0.022396,0.0021,0.000112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00822_rm.obj,Skyscraper,0.020963848490006248,0.5826132787066991,1.026633364371735,3.9787507910549573,0.8059200070879972,0.7116766564177736,0.06642725806467059,0.2513351683770202,1.0,0.16241052,0.16612913,0.0,0.0,0.079668,0.118976,0.085632,0.076144,0.076144,0.068024,0.065624,0.061248,0.094672,0.088128,0.070672,0.093848,0.015616,0.005392,0.000212,0.0,0.0,0.0,0.018232,0.059768,0.105728,0.144992,0.109468,0.0917,0.080772,0.07226,0.064968,0.055836,0.047508,0.04074,0.034632,0.028512,0.024704,0.014096,0.00526,0.000824,0.0,0.0,0.086708,0.153068,0.123504,0.085144,0.063564,0.050912,0.043476,0.03908,0.036192,0.034732,0.034832,0.033152,0.034464,0.034476,0.036212,0.036392,0.031844,0.023644,0.013948,0.004656,0.012072,0.076572,0.177132,0.247928,0.247236,0.17298,0.061052,0.004952,7.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041952,0.195788,0.325568,0.300768,0.126232,0.009624,6.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00422_rm.obj,Spoon,0.00873949849796599,0.5134625757608873,1.0571081877354136,15.671154334407388,0.4901509665999268,0.4912085190335813,0.07416003751294716,0.06381150862667549,1.0,0.33690996,0.06300317,0.007404,0.04252,0.072864,0.103996,0.09296,0.079396,0.08022,0.077136,0.069412,0.068088,0.07232,0.063464,0.04746,0.017188,0.015912,0.017284,0.016544,0.016804,0.017708,0.02132,0.032712,0.080436,0.104968,0.112796,0.113208,0.101976,0.082512,0.064792,0.054288,0.046228,0.039916,0.03604,0.032024,0.027416,0.023408,0.018644,0.013828,0.009332,0.004616,0.00086,0.174612,0.143276,0.09696,0.068316,0.053108,0.043124,0.03822,0.033368,0.030128,0.02812,0.027148,0.026468,0.026208,0.026504,0.02768,0.030084,0.033344,0.036368,0.035204,0.02176,0.035412,0.166536,0.24032,0.220932,0.159636,0.094344,0.048028,0.023648,0.009136,0.001964,4.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153596,0.4513,0.309856,0.078984,0.006232,3.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00014_rm.obj,Spoon,0.004145981127537619,0.27356078071418055,1.0224069833913938,10.530633260483963,0.3032615257130501,0.23286962775733128,0.03215521400039089,0.09496105079952641,1.0,0.20143156,0.06885758,0.030496,0.044712,0.0504,0.065592,0.084344,0.088624,0.094388,0.097452,0.089032,0.088492,0.06882,0.048868,0.018528,0.018512,0.020932,0.019896,0.017456,0.017372,0.012648,0.023436,0.06176,0.125204,0.138916,0.112668,0.075728,0.0574,0.050912,0.049056,0.048388,0.046988,0.045172,0.041748,0.038072,0.03324,0.027916,0.020604,0.014136,0.007944,0.003428,0.00072,0.267576,0.13708,0.071324,0.050808,0.039216,0.032752,0.027704,0.023764,0.021924,0.02096,0.020488,0.019684,0.020832,0.021536,0.024004,0.02798,0.03354,0.045584,0.059324,0.03392,0.067184,0.283692,0.318076,0.192332,0.087868,0.037936,0.01162,0.001292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23868,0.558972,0.190436,0.011824,8.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00474_rm.obj,Spoon,0.004211018289983918,0.2719409377296605,1.015905783956834,10.027603273731838,0.5047000348096613,0.235997682519449,0.016543669493543318,0.09972472710598607,1.0,0.16991022,0.05652503,0.034924,0.095652,0.056824,0.046564,0.04382,0.041884,0.044824,0.05088,0.05746,0.061716,0.065992,0.067528,0.074556,0.076952,0.070516,0.072492,0.023264,0.014152,0.0,0.0,0.059164,0.115,0.09714,0.081236,0.069456,0.063424,0.06162,0.060092,0.058392,0.053792,0.046472,0.041468,0.039464,0.036956,0.034664,0.029552,0.023516,0.016636,0.008968,0.002988,0.352416,0.132992,0.056688,0.033692,0.024744,0.018776,0.016048,0.014212,0.012916,0.013344,0.013296,0.013,0.014272,0.016204,0.019884,0.025096,0.035076,0.055312,0.082336,0.049696,0.0597,0.268976,0.352212,0.227992,0.067556,0.01864,0.00474,0.000184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230388,0.58652,0.175316,0.007776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00584_rm.obj,Skyscraper,0.05085666938511857,0.9472821717988923,1.0657199662414478,2.9059617160536435,0.7765485341906686,0.9040187123329343,0.10572271442261243,0.34412015632402093,1.0,0.29354117999999996,0.22269401,0.001992,0.01802,0.04776,0.069468,0.103056,0.086356,0.077112,0.07238,0.071404,0.065028,0.081236,0.068416,0.06164,0.062412,0.055904,0.018608,0.032764,0.006444,0.0,0.0,0.009548,0.049908,0.094588,0.116832,0.114964,0.102336,0.084632,0.072324,0.066684,0.057964,0.050676,0.044828,0.037096,0.030764,0.025608,0.017876,0.012416,0.006416,0.00342,0.00112,0.083196,0.148128,0.123288,0.087332,0.067692,0.054376,0.045736,0.040552,0.037284,0.034768,0.03482,0.033704,0.033948,0.034276,0.03424,0.033456,0.029888,0.02356,0.014776,0.00498,0.005892,0.056224,0.153748,0.225596,0.225648,0.172088,0.100708,0.044096,0.013724,0.002176,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02754,0.163008,0.306892,0.2964,0.158716,0.042716,0.00464,8.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00593_rm.obj,Spoon,0.0030252221979676767,0.30441880021673956,1.0186605997925953,27.25508115947763,0.4243801935025275,0.3015317995364706,0.020431392113773015,0.03669040624567217,1.0,0.19110660000000002,0.033877500000000005,0.022112,0.034468,0.02632,0.030984,0.036688,0.059008,0.070888,0.07526,0.081856,0.085744,0.083148,0.088764,0.077944,0.067352,0.036596,0.02644,0.026916,0.028696,0.040816,0.0,0.060072,0.114812,0.113996,0.087536,0.062544,0.048668,0.04448,0.0437,0.044944,0.044652,0.045648,0.04706,0.045428,0.046452,0.044924,0.038336,0.03016,0.021136,0.012012,0.00344,0.343876,0.114224,0.05638,0.0385,0.029196,0.024924,0.021508,0.018684,0.017532,0.016616,0.016772,0.01658,0.017204,0.018284,0.020932,0.024092,0.031368,0.045152,0.067856,0.06032,0.07074,0.277848,0.302464,0.194388,0.100016,0.039848,0.013144,0.001552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315076,0.57662,0.106452,0.001852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00157_rm.obj,Spoon,0.006800236325491266,0.40078805521825955,1.0343386580405975,12.309599522735601,0.4622023468546906,0.41292396862007785,0.04105789335953014,0.08123741135144312,1.0,0.25750828000000003,0.059547840000000005,0.007156,0.093316,0.066664,0.06588,0.061252,0.063264,0.059184,0.056792,0.053884,0.059868,0.063588,0.062584,0.06242,0.071704,0.07272,0.043468,0.02492,0.011336,0.0,0.0,0.041084,0.1095,0.103252,0.094452,0.083832,0.075284,0.068228,0.062548,0.0566,0.051996,0.047292,0.043404,0.037336,0.033624,0.029188,0.024172,0.018216,0.012304,0.006512,0.001176,0.26706,0.16712,0.074964,0.044496,0.03152,0.024104,0.020648,0.018632,0.017464,0.016564,0.017392,0.017592,0.018548,0.02102,0.024956,0.031528,0.04224,0.053916,0.060628,0.029608,0.037336,0.207092,0.31554,0.247288,0.123272,0.049376,0.014248,0.00498,0.000856,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156076,0.523576,0.290836,0.02888,0.000632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00998_rm.obj,Skyscraper,0.02046434714836103,0.5452660378999972,1.0375679996582001,3.422765791134183,0.6766929564384622,0.12193454803351007,0.060756341527930025,0.29216138673298925,1.0,0.19552983000000002,0.1957433,0.0,0.02536,0.116756,0.08586,0.140472,0.093184,0.087384,0.097708,0.082584,0.067604,0.048492,0.039124,0.025824,0.018248,0.011864,0.01458,0.011812,0.009416,0.011532,0.012196,0.027968,0.103196,0.163484,0.13326,0.097776,0.08008,0.06802,0.06016,0.052664,0.047848,0.040948,0.034656,0.029172,0.021908,0.016436,0.010976,0.006764,0.003416,0.0011,0.000168,0.110384,0.160192,0.11346,0.07976,0.061232,0.048296,0.040524,0.035284,0.032644,0.031468,0.030196,0.029952,0.030452,0.032764,0.035236,0.036792,0.037108,0.030144,0.018128,0.005984,0.022296,0.149388,0.262316,0.267084,0.198416,0.086196,0.013788,0.000512,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070632,0.318312,0.38826,0.19604,0.02638,0.000376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00126_rm.obj,Skyscraper,0.04059870500921157,0.8980849216996807,1.0521263036884039,3.8857555801701857,0.9387735926403216,0.6774418009491255,0.09808780840545514,0.2573502062515735,1.0,0.28733705,0.15622797,0.002464,0.017844,0.053548,0.083272,0.09348,0.082608,0.080748,0.06652,0.080568,0.069732,0.059248,0.061716,0.0783,0.078344,0.051208,0.023184,0.007464,0.00792,0.001832,0.0,0.0103,0.052236,0.096368,0.117932,0.115884,0.102964,0.085348,0.074268,0.066456,0.05834,0.048848,0.042476,0.03738,0.029056,0.023588,0.018732,0.011884,0.005272,0.00186,0.000808,0.083404,0.147088,0.121604,0.08728,0.067524,0.053668,0.04592,0.041532,0.038276,0.036796,0.035324,0.034084,0.033916,0.035212,0.03412,0.032328,0.028924,0.023272,0.014652,0.005076,0.006092,0.059332,0.160428,0.228116,0.225208,0.168612,0.097384,0.041436,0.011756,0.001628,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028912,0.170032,0.311344,0.29458,0.153588,0.038156,0.003352,3.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00338_rm.obj,Spoon,0.015496750526229633,0.45067260585177993,1.0436556249798141,3.3701546020662585,0.38365182281778426,0.31544950665668203,0.08322031294865267,0.2967222926173461,1.0,0.21102408,0.2113904,0.0049,0.035128,0.029664,0.05554,0.105376,0.10104,0.101608,0.10004,0.091728,0.077956,0.064724,0.045392,0.019936,0.01668,0.018356,0.021088,0.0214,0.01974,0.020916,0.048788,0.04958,0.11614,0.128736,0.114704,0.08344,0.060232,0.04892,0.042548,0.03982,0.03874,0.038924,0.038884,0.039188,0.039848,0.03828,0.033324,0.02464,0.015028,0.007308,0.001716,0.1909,0.139576,0.075648,0.072512,0.060572,0.044164,0.033552,0.029856,0.026136,0.024324,0.02492,0.026848,0.030232,0.0364,0.04144,0.03452,0.027616,0.03,0.033284,0.0175,0.043544,0.196292,0.236028,0.207304,0.148244,0.094956,0.054352,0.018048,0.001232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127212,0.361428,0.29126,0.160436,0.052084,0.007476,0.000104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00497_rm.obj,Spoon,0.005997480286059137,0.3276219051982364,1.022147052829558,8.644278747146242,0.41218583925371893,0.1165726775942117,0.0320536375581837,0.11568345136141435,1.0,0.19615933000000002,0.07941105,0.019652,0.029656,0.03636,0.050316,0.066408,0.0746,0.081796,0.08668,0.08748,0.08006,0.07568,0.064088,0.047932,0.02452,0.021584,0.022204,0.029688,0.03712,0.028028,0.036148,0.06208,0.129384,0.132796,0.104572,0.066832,0.045128,0.034456,0.032288,0.0323,0.0353,0.03936,0.042536,0.046864,0.048444,0.04568,0.039684,0.031104,0.01966,0.009252,0.00228,0.262112,0.13674,0.074064,0.051544,0.039576,0.032036,0.027768,0.024408,0.02182,0.020404,0.02046,0.019392,0.02016,0.02172,0.024896,0.029432,0.038724,0.052592,0.060084,0.022068,0.063728,0.22424,0.2699,0.232428,0.128552,0.056448,0.021768,0.002932,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188116,0.480384,0.281764,0.049564,0.000172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00790_rm.obj,Spoon,0.00922369208796338,0.4440567560043835,1.0545689240152427,9.100253264798411,0.37024937763271426,0.6877276515387082,0.06989085871527842,0.1098870515909924,1.0,0.32544275,0.07875679,0.013908,0.061832,0.051004,0.049584,0.053592,0.069876,0.07536,0.07494,0.076072,0.080804,0.07804,0.073704,0.075212,0.064844,0.049416,0.030296,0.014704,0.006812,0.0,0.0,0.035248,0.09732,0.10436,0.1,0.09278,0.07934,0.065812,0.059704,0.057904,0.05626,0.052884,0.049012,0.042664,0.034908,0.027984,0.01988,0.013272,0.00736,0.00282,0.000488,0.209952,0.167824,0.090768,0.056108,0.040324,0.032356,0.02782,0.025116,0.022156,0.020852,0.021,0.021592,0.02232,0.023748,0.028232,0.03464,0.04332,0.04916,0.04412,0.018592,0.030204,0.170788,0.272112,0.249172,0.151736,0.072252,0.032988,0.01542,0.004732,0.000596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116516,0.437188,0.350308,0.089468,0.006488,3.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00517_rm.obj,Spoon,0.012414281748561655,0.4812281195650032,1.0408868184904398,6.393776052332174,0.3811721655627138,0.0356417953048894,0.06696647674062998,0.156402099763135,1.0,0.25502593,0.13567293,0.002696,0.038596,0.053316,0.043836,0.07092,0.062356,0.07066,0.077864,0.080144,0.084528,0.09734,0.09846,0.06868,0.01992,0.02002,0.016848,0.0154,0.015888,0.021268,0.04126,0.034856,0.086556,0.112816,0.120932,0.107608,0.055976,0.052024,0.049808,0.046204,0.045708,0.044348,0.041804,0.039584,0.03698,0.035344,0.03046,0.023252,0.017832,0.012776,0.005132,0.190796,0.152792,0.082332,0.059456,0.048276,0.041664,0.036652,0.032836,0.030148,0.0287,0.027944,0.027776,0.02752,0.027012,0.028596,0.0301,0.034128,0.037904,0.036956,0.018412,0.029312,0.144344,0.235872,0.232696,0.173396,0.106728,0.051616,0.02002,0.005744,0.000272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108896,0.338556,0.33378,0.173288,0.041972,0.003456,5.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00842_rm.obj,Spoon,0.0043485281397052655,0.2948773555642587,1.0172925043608345,11.989120535712644,0.44660837672950277,0.31257231733629315,0.021868171568674252,0.08340895372777726,1.0,0.17787485,0.056961189999999995,0.01938,0.058488,0.050336,0.050968,0.076988,0.075188,0.079016,0.072272,0.071904,0.080428,0.067836,0.059804,0.0702,0.04984,0.021812,0.019948,0.020064,0.024984,0.023756,0.006788,0.054012,0.114428,0.11458,0.095756,0.078304,0.065672,0.059116,0.056512,0.052632,0.049612,0.046276,0.042716,0.039844,0.036264,0.030924,0.024696,0.018616,0.011788,0.006848,0.001404,0.30368,0.139564,0.067908,0.04348,0.031344,0.024724,0.020348,0.018372,0.016968,0.01602,0.01634,0.016868,0.01712,0.0199,0.022872,0.028164,0.037212,0.051792,0.065456,0.041868,0.054648,0.26292,0.337648,0.215252,0.093588,0.028852,0.006716,0.000376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223476,0.584,0.184236,0.008268,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00562_rm.obj,Spoon,0.0031355317204552445,0.2718290262883556,1.0130907423852937,18.063949796625526,0.45975019296293596,0.06102732977583691,0.02283943489912883,0.05535887838809246,1.0,0.1546334,0.04941016,0.013012,0.037816,0.029264,0.048224,0.062744,0.05868,0.072404,0.080696,0.079224,0.082548,0.082632,0.076124,0.068196,0.05034,0.025932,0.026684,0.028776,0.043016,0.027012,0.006676,0.068336,0.132332,0.124064,0.08698,0.0619,0.046608,0.038348,0.037812,0.038192,0.03934,0.041896,0.044484,0.047636,0.04936,0.045624,0.039052,0.029248,0.019036,0.008316,0.001436,0.336136,0.118308,0.060624,0.04076,0.0305,0.025384,0.02122,0.018588,0.017292,0.016444,0.016604,0.016584,0.016668,0.01916,0.020608,0.02378,0.031304,0.046072,0.074328,0.049636,0.08484,0.285852,0.293924,0.202124,0.093972,0.03306,0.006184,4.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313412,0.549664,0.135352,0.001572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00927_rm.obj,Spoon,0.004990185216993004,0.3111239083384145,1.0255977937322343,10.693366533439344,0.3424663808617821,0.10317703929904491,0.038899665069377046,0.09351591913293994,1.0,0.21571429,0.07292585,0.009912,0.030712,0.038568,0.052408,0.0658,0.0792,0.08876,0.089884,0.090056,0.093584,0.090276,0.073076,0.029996,0.022176,0.02466,0.023792,0.02588,0.02554,0.01928,0.02644,0.057476,0.118396,0.132208,0.111476,0.069964,0.047584,0.040056,0.040792,0.042828,0.042884,0.044436,0.044628,0.046076,0.04376,0.039492,0.032292,0.024024,0.014104,0.006388,0.001136,0.26412,0.131828,0.072748,0.050288,0.039428,0.033412,0.029488,0.02658,0.023656,0.02218,0.021184,0.020508,0.021204,0.02266,0.024424,0.029044,0.035868,0.045508,0.05272,0.033152,0.0594,0.240212,0.286704,0.210496,0.115352,0.057536,0.024808,0.00538,0.000112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20732,0.507608,0.24954,0.03498,0.000552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00196_rm.obj,Spoon,0.0037717183517454733,0.2578532068497991,1.0154809206806594,10.655816368289281,0.3738831976848685,0.1429502957462438,0.02401161326506169,0.09384546105504474,1.0,0.16052461,0.07371126,0.027972,0.032496,0.037796,0.049196,0.062688,0.072992,0.094948,0.094972,0.097076,0.081504,0.067632,0.061292,0.045988,0.03172,0.023008,0.027828,0.025096,0.026044,0.0217,0.018052,0.073316,0.137156,0.121344,0.086,0.062608,0.051196,0.047328,0.045076,0.044396,0.044688,0.043584,0.043452,0.044712,0.043664,0.03946,0.031524,0.022112,0.011928,0.005284,0.001172,0.325568,0.126164,0.062452,0.041368,0.030796,0.024224,0.020848,0.018068,0.01646,0.015952,0.015432,0.015952,0.016636,0.018728,0.020756,0.025188,0.032976,0.052132,0.071836,0.048464,0.09064,0.302472,0.311788,0.188196,0.079092,0.0234,0.004372,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3168,0.54202,0.135656,0.005524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1354_rm.obj,Starship,0.05649295321634956,1.0535348075784128,1.162043827520188,3.2397070127551215,0.42623351306371915,0.3038487953842575,0.18792722738466103,0.30866988775925663,1.0,0.50474222,0.30916201,0.009212,0.045524,0.092984,0.130476,0.141908,0.15962,0.124504,0.08884,0.070816,0.044804,0.025584,0.008448,0.006216,0.005184,0.006028,0.004924,0.004692,0.006328,0.004456,0.019452,0.019848,0.080328,0.128804,0.165472,0.168344,0.132208,0.093392,0.06272,0.041564,0.028144,0.019752,0.01622,0.014168,0.011168,0.00776,0.0054,0.002904,0.001444,0.000296,6.4e-05,0.05248,0.093056,0.10214,0.101096,0.093988,0.084184,0.072924,0.06374,0.05644,0.048492,0.042968,0.037004,0.033384,0.029064,0.02462,0.021012,0.017424,0.013632,0.00902,0.003332,0.015908,0.125768,0.242984,0.244916,0.1755,0.098844,0.053736,0.026736,0.010772,0.003696,0.001064,7.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055728,0.262004,0.330388,0.213116,0.09298,0.03206,0.01098,0.002608,0.000136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00669_rm.obj,Spoon,0.0607026294259466,0.9860278409742855,1.1929551904477613,2.300383014575939,0.38407853688178734,0.1788985697106307,0.2940380116643053,0.43471021723934244,1.0,0.5645301,0.32318393,0.0,0.0,0.0,0.026612,0.086688,0.128004,0.129904,0.114964,0.104624,0.106808,0.093768,0.072244,0.023104,0.01368,0.010236,0.012412,0.010324,0.01022,0.010928,0.04548,0.01562,0.048424,0.0716,0.088264,0.099404,0.105268,0.105548,0.09866,0.085948,0.066484,0.044508,0.033388,0.030028,0.026864,0.02274,0.019444,0.0157,0.011904,0.007452,0.002752,0.056984,0.103096,0.11234,0.101892,0.086628,0.073952,0.064204,0.056132,0.04936,0.044268,0.041504,0.039964,0.04,0.03766,0.032136,0.023944,0.01628,0.0114,0.006128,0.002128,0.007408,0.057108,0.122732,0.168136,0.180472,0.160216,0.119352,0.081052,0.051104,0.030992,0.015444,0.005116,0.00084,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.024664,0.12756,0.222644,0.237832,0.182796,0.110844,0.0592,0.027092,0.006912,0.000456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00661_rm.obj,Spoon,0.00806452167941545,0.37451961842313053,1.0296229401734942,7.141905768891774,0.4405289265301647,0.10821026436799971,0.03667377570111161,0.14001864941368056,1.0,0.22904087,0.08754244,0.031056,0.058964,0.040456,0.05154,0.055,0.069208,0.071912,0.078552,0.078348,0.074756,0.061312,0.061712,0.053372,0.02964,0.016396,0.016824,0.017888,0.037,0.053636,0.042428,0.055784,0.108872,0.117908,0.108992,0.082272,0.0592,0.04628,0.038468,0.034892,0.03436,0.03734,0.035724,0.03958,0.042076,0.041564,0.038292,0.033384,0.0254,0.01578,0.003832,0.263676,0.131544,0.075176,0.0534,0.040736,0.032596,0.027264,0.024652,0.022944,0.021616,0.02156,0.021168,0.021508,0.022252,0.02488,0.029844,0.037752,0.047728,0.050864,0.02884,0.0522,0.206792,0.275356,0.238644,0.126884,0.060592,0.029456,0.009632,0.000444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170204,0.4763,0.287024,0.063468,0.003004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00674_rm.obj,Spoon,0.02045574547194549,0.6663205665159229,1.0999105508532567,6.251246999929017,0.3757382283376933,0.6192798444867695,0.1557080303294887,0.15996808316986275,1.0,0.43686661000000004,0.13766185,0.011828,0.03566,0.057936,0.057176,0.060776,0.065048,0.063856,0.071272,0.085248,0.076092,0.074796,0.08054,0.06868,0.070156,0.025384,0.01992,0.0194,0.021556,0.020556,0.01412,0.027316,0.06598,0.081556,0.090436,0.095424,0.094976,0.091476,0.080844,0.062168,0.048676,0.046692,0.042752,0.03924,0.0347,0.029128,0.024836,0.019124,0.013136,0.008288,0.003252,0.146684,0.145972,0.103556,0.074484,0.056296,0.046672,0.039976,0.036108,0.032032,0.030812,0.028304,0.0272,0.026516,0.028624,0.031436,0.033816,0.035656,0.0348,0.029108,0.011948,0.019004,0.10764,0.190592,0.215124,0.1819,0.122956,0.074492,0.043584,0.026572,0.013132,0.004536,0.000468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069404,0.277868,0.33402,0.21666,0.08248,0.01804,0.001528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
