filename,class,vertices,faces,face_type,bounding_box
m912.obj,RectangleTable,36,60,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.5, 'min_z': 0.025, 'max_z': 0.5}"
m913.obj,RectangleTable,104,188,triangles,"{'min_x': 0.025, 'max_x': 0.684242, 'min_y': 0.025, 'max_y': 0.902915, 'min_z': 0.025, 'max_z': 0.975}"
m914.obj,RectangleTable,576,956,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.288203, 'min_z': 0.025, 'max_z': 0.379987}"
m915.obj,RectangleTable,40,60,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.636563, 'min_z': 0.025, 'max_z': 0.5}"
m917.obj,RectangleTable,96,172,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.405, 'min_z': 0.025, 'max_z': 0.658333}"
m919.obj,RectangleTable,78,124,triangles,"{'min_x': 0.025, 'max_x': 0.855996, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.90372}"
m920.obj,RectangleTable,426,736,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.676806}"
D00015.obj,Rocket,88,156,triangles,"{'min_x': -0.376261, 'max_x': 1.17067, 'min_y': -0.194145, 'max_y': 0.232521, 'min_z': -0.207637, 'max_z': 0.219035}"
D00343.obj,Rocket,1053,2008,triangles,"{'min_x': -0.638802, 'max_x': 0.938396, 'min_y': -0.192311, 'max_y': 0.196906, 'min_z': -0.19809, 'max_z': 0.190727}"
D00346.obj,Rocket,1508,2904,triangles,"{'min_x': -1.01735, 'max_x': 0.425072, 'min_y': -0.178134, 'max_y': 0.167429, 'min_z': -0.176754, 'max_z': 0.167208}"
D00354.obj,Rocket,3242,6348,triangles,"{'min_x': -0.956015, 'max_x': 0.933647, 'min_y': -0.310124, 'max_y': 0.402422, 'min_z': -0.305138, 'max_z': 0.310574}"
D00426.obj,Rocket,36,56,triangles,"{'min_x': -1.02224, 'max_x': 0.773607, 'min_y': -0.196216, 'max_y': 0.13698, 'min_z': -0.113511, 'max_z': 0.10123}"
D00428.obj,Rocket,1175,2048,triangles,"{'min_x': -1.05469, 'max_x': 0.894492, 'min_y': -0.115143, 'max_y': 0.217718, 'min_z': -0.150943, 'max_z': 0.179191}"
D00433.obj,Rocket,170,304,triangles,"{'min_x': -0.818707, 'max_x': 0.793682, 'min_y': -0.233606, 'max_y': 0.267361, 'min_z': -0.253759, 'max_z': 0.249727}"
D00437.obj,Rocket,1810,3910,triangles,"{'min_x': -1.0896, 'max_x': 0.829451, 'min_y': -0.18998, 'max_y': 0.147994, 'min_z': -0.207735, 'max_z': 0.082673}"
D00472.obj,Rocket,93,108,triangles,"{'min_x': -0.940631, 'max_x': 0.91002, 'min_y': -0.214642, 'max_y': 0.156407, 'min_z': -0.175996, 'max_z': 0.171539}"
D00485.obj,Rocket,2101,4064,triangles,"{'min_x': -0.81344, 'max_x': 0.940178, 'min_y': -0.221463, 'max_y': 0.242504, 'min_z': -0.22958, 'max_z': 0.234435}"
D00528.obj,Rocket,204,392,triangles,"{'min_x': -1.04818, 'max_x': 0.820302, 'min_y': -0.239429, 'max_y': 0.243583, 'min_z': -0.238561, 'max_z': 0.236202}"
D00564.obj,Rocket,73398,24466,triangles,"{'min_x': -1.19684, 'max_x': 0.594097, 'min_y': -0.138064, 'max_y': 0.245138, 'min_z': -0.188417, 'max_z': 0.176884}"
D00585.obj,Rocket,1014,1728,triangles,"{'min_x': -1.01609, 'max_x': 0.786223, 'min_y': -0.310088, 'max_y': 0.472136, 'min_z': -0.387358, 'max_z': 0.396474}"
D00614.obj,Rocket,161,224,triangles,"{'min_x': -0.931042, 'max_x': 0.849059, 'min_y': -0.089971, 'max_y': 0.219059, 'min_z': -0.157139, 'max_z': 0.147331}"
D00697.obj,Rocket,217,430,triangles,"{'min_x': -0.671248, 'max_x': 0.941028, 'min_y': -0.282161, 'max_y': 0.223494, 'min_z': -0.267608, 'max_z': 0.235476}"
D00719.obj,Rocket,7915,12970,triangles,"{'min_x': -0.699287, 'max_x': 0.990757, 'min_y': -0.177962, 'max_y': 0.15734, 'min_z': -0.162172, 'max_z': 0.155736}"
D00764.obj,Rocket,250,400,triangles,"{'min_x': -0.547953, 'max_x': 0.99425, 'min_y': -0.114158, 'max_y': 0.167714, 'min_z': -0.141261, 'max_z': 0.140374}"
D00851.obj,Rocket,1175,2048,triangles,"{'min_x': -1.06053, 'max_x': 0.888826, 'min_y': -0.111481, 'max_y': 0.221993, 'min_z': -0.173601, 'max_z': 0.157947}"
D00942.obj,Rocket,186,368,triangles,"{'min_x': -0.590479, 'max_x': 0.906935, 'min_y': -0.192285, 'max_y': 0.156672, 'min_z': -0.186346, 'max_z': 0.160683}"
D00975.obj,Rocket,46038,15346,triangles,"{'min_x': -0.961595, 'max_x': 0.969337, 'min_y': -0.139452, 'max_y': 0.28388, 'min_z': -0.196421, 'max_z': 0.264921}"
D00083.obj,RoundTable,1072,2040,triangles,"{'min_x': -0.582531, 'max_x': 0.961607, 'min_y': -0.776936, 'max_y': 0.833361, 'min_z': -0.780501, 'max_z': 0.835638}"
D00094.obj,RoundTable,12414,24720,triangles,"{'min_x': -0.735284, 'max_x': 0.417311, 'min_y': -0.548883, 'max_y': 0.845824, 'min_z': -0.656372, 'max_z': 0.629085}"
D00107.obj,RoundTable,356,904,triangles,"{'min_x': -0.276639, 'max_x': 0.861997, 'min_y': -0.57097, 'max_y': 0.727171, 'min_z': -0.631016, 'max_z': 0.68805}"
D00194.obj,RoundTable,371,604,triangles,"{'min_x': -0.674582, 'max_x': 0.995364, 'min_y': -0.7644, 'max_y': 0.597173, 'min_z': -0.747263, 'max_z': 0.871792}"
D00344.obj,RoundTable,136,236,triangles,"{'min_x': -1.0026, 'max_x': 0.709074, 'min_y': -0.851553, 'max_y': 0.865424, 'min_z': -0.194635, 'max_z': 0.766418}"
D00401.obj,RoundTable,355,551,triangles,"{'min_x': -1.09992, 'max_x': 0.737442, 'min_y': -1.02134, 'max_y': 0.836857, 'min_z': -0.994037, 'max_z': 0.440998}"
D00407.obj,RoundTable,215,408,triangles,"{'min_x': -0.815619, 'max_x': 1.17116, 'min_y': -0.958069, 'max_y': 1.02851, 'min_z': -0.579912, 'max_z': 0.13784}"
D00492.obj,RoundTable,13002,25984,triangles,"{'min_x': -0.829677, 'max_x': 1.05402, 'min_y': -0.804656, 'max_y': 0.656763, 'min_z': -0.654551, 'max_z': 0.207063}"
D00501.obj,RoundTable,744,1468,triangles,"{'min_x': -0.724973, 'max_x': 0.919174, 'min_y': -0.822372, 'max_y': 0.803819, 'min_z': -0.185433, 'max_z': 0.583589}"
D00503.obj,RoundTable,1706,3316,triangles,"{'min_x': -0.600342, 'max_x': 0.628093, 'min_y': -0.451238, 'max_y': 0.397175, 'min_z': -0.391328, 'max_z': 0.441497}"
D00524.obj,RoundTable,1141,2262,triangles,"{'min_x': -0.759903, 'max_x': 0.539377, 'min_y': -0.631271, 'max_y': 0.606155, 'min_z': -0.482521, 'max_z': 0.797809}"
D00581.obj,RoundTable,4126,1526,triangles,"{'min_x': -0.748806, 'max_x': 1.19973, 'min_y': -0.952234, 'max_y': 0.993392, 'min_z': -0.71742, 'max_z': 0.404848}"
D00646.obj,RoundTable,1921,3600,triangles,"{'min_x': -0.653058, 'max_x': 0.995817, 'min_y': -0.825887, 'max_y': 0.820856, 'min_z': -0.345202, 'max_z': 0.692204}"
D00649.obj,RoundTable,2136,4256,triangles,"{'min_x': -0.921891, 'max_x': 0.858846, 'min_y': -0.890336, 'max_y': 0.891407, 'min_z': -0.908957, 'max_z': 0.116575}"
D00702.obj,RoundTable,6647,13237,triangles,"{'min_x': -0.843261, 'max_x': 0.598222, 'min_y': -0.728474, 'max_y': 0.819497, 'min_z': -0.351743, 'max_z': 0.836556}"
D00756.obj,RoundTable,837,1652,triangles,"{'min_x': -0.852804, 'max_x': 0.421667, 'min_y': -0.269645, 'max_y': 0.513636, 'min_z': -0.384058, 'max_z': 0.39857}"
D00827.obj,RoundTable,1732,3436,triangles,"{'min_x': -0.671223, 'max_x': 1.04606, 'min_y': -0.594336, 'max_y': 1.24015, 'min_z': -0.926859, 'max_z': 0.844353}"
D00866.obj,RoundTable,288,636,triangles,"{'min_x': -0.735421, 'max_x': 0.587976, 'min_y': -0.822968, 'max_y': 0.516124, 'min_z': -0.5827, 'max_z': 0.56519}"
D00909.obj,RoundTable,1238,2330,triangles,"{'min_x': -0.747098, 'max_x': 0.765997, 'min_y': -0.735746, 'max_y': 0.627858, 'min_z': -0.557324, 'max_z': 0.766642}"
D00948.obj,RoundTable,1740,3464,triangles,"{'min_x': -0.373726, 'max_x': 0.779868, 'min_y': -0.445699, 'max_y': 0.444198, 'min_z': -0.446052, 'max_z': 0.446541}"
m921.obj,RoundTable,1921,3600,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.468679, 'min_z': 0.025, 'max_z': 0.975}"
m922.obj,RoundTable,54,88,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.535625, 'min_z': 0.025, 'max_z': 0.928504}"
m923.obj,RoundTable,201,366,triangles,"{'min_x': 0.025, 'max_x': 0.97442, 'min_y': 0.025, 'max_y': 0.526223, 'min_z': 0.025, 'max_z': 0.975}"
m924.obj,RoundTable,215,408,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.336326, 'min_z': 0.025, 'max_z': 0.975}"
m925.obj,RoundTable,216,408,triangles,"{'min_x': 0.025, 'max_x': 0.974907, 'min_y': 0.025, 'max_y': 0.568592, 'min_z': 0.025, 'max_z': 0.975}"
m926.obj,RoundTable,218,408,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.791605, 'min_z': 0.025, 'max_z': 0.975}"
m927.obj,RoundTable,201,366,triangles,"{'min_x': 0.025, 'max_x': 0.974424, 'min_y': 0.025, 'max_y': 0.354664, 'min_z': 0.025, 'max_z': 0.975}"
m928.obj,RoundTable,463,752,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.804676, 'min_z': 0.025, 'max_z': 0.975}"
m929.obj,RoundTable,444,752,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.562554, 'min_z': 0.025, 'max_z': 0.975}"
m930.obj,RoundTable,501,978,triangles,"{'min_x': 0.025, 'max_x': 0.641081, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.641081}"
m931.obj,RoundTable,54,88,triangles,"{'min_x': 0.025, 'max_x': 0.811207, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.772727}"
m932.obj,RoundTable,10889,20594,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.620207, 'min_z': 0.025, 'max_z': 0.975}"
m933.obj,RoundTable,55,100,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.559375, 'min_z': 0.025, 'max_z': 0.928504}"
m934.obj,RoundTable,148,276,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.814898, 'min_z': 0.025, 'max_z': 0.975}"
m935.obj,RoundTable,128,241,triangles,"{'min_x': 0.025, 'max_x': 0.876203, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.876186}"
m937.obj,RoundTable,72,140,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.763889, 'min_z': 0.025, 'max_z': 0.975}"
m938.obj,RoundTable,422,840,triangles,"{'min_x': 0.025, 'max_x': 0.87475, 'min_y': 0.025, 'max_y': 0.876735, 'min_z': 0.025, 'max_z': 0.975}"
D00057.obj,Shelf,9850,6900,triangles,"{'min_x': -0.956341, 'max_x': 0.730087, 'min_y': -0.702769, 'max_y': 0.462335, 'min_z': -0.300438, 'max_z': 0.20203}"
D00074.obj,Shelf,1903,1872,triangles,"{'min_x': -0.758328, 'max_x': 1.0382, 'min_y': -0.635381, 'max_y': 0.850289, 'min_z': -0.284787, 'max_z': 0.160204}"
D00129.obj,Shelf,1207,684,triangles,"{'min_x': -0.760135, 'max_x': 0.763554, 'min_y': -0.731221, 'max_y': 0.923977, 'min_z': -0.280218, 'max_z': 0.19845}"
D00171.obj,Shelf,1505,2716,triangles,"{'min_x': -0.825938, 'max_x': 0.917115, 'min_y': -0.635851, 'max_y': 0.29728, 'min_z': -0.291628, 'max_z': 0.261916}"
D00198.obj,Shelf,2064,2068,triangles,"{'min_x': -0.799434, 'max_x': 0.744647, 'min_y': -0.750856, 'max_y': 0.64536, 'min_z': -0.09851, 'max_z': 0.27292}"
D00242.obj,Shelf,1874,3584,triangles,"{'min_x': -1.17163, 'max_x': 0.757996, 'min_y': -1.02622, 'max_y': 0.902776, 'min_z': -0.193852, 'max_z': 0.394703}"
D00337.obj,Shelf,1628,2806,triangles,"{'min_x': -0.743081, 'max_x': 1.12612, 'min_y': -1.09398, 'max_y': 0.706929, 'min_z': -0.30007, 'max_z': 0.181422}"
D00352.obj,Shelf,129,254,triangles,"{'min_x': -0.719658, 'max_x': 1.07551, 'min_y': -0.832937, 'max_y': 0.502862, 'min_z': -0.259647, 'max_z': 0.225189}"
D00468.obj,Shelf,960,1684,triangles,"{'min_x': -1.14697, 'max_x': 0.728744, 'min_y': -1.02188, 'max_y': 0.831612, 'min_z': -0.395372, 'max_z': 0.376543}"
D00592.obj,Shelf,74,106,triangles,"{'min_x': -0.764685, 'max_x': 1.21042, 'min_y': -0.890851, 'max_y': 1.06315, 'min_z': -0.315815, 'max_z': 0.177537}"
D00631.obj,Shelf,6295,10712,triangles,"{'min_x': -0.833323, 'max_x': 1.00919, 'min_y': -0.725468, 'max_y': 0.830073, 'min_z': -0.126855, 'max_z': 0.184888}"
D00691.obj,Shelf,5210,5004,triangles,"{'min_x': -0.797669, 'max_x': 0.940277, 'min_y': -0.45462, 'max_y': 0.519454, 'min_z': -0.143441, 'max_z': 0.109983}"
D00725.obj,Shelf,5831,8126,triangles,"{'min_x': -0.757576, 'max_x': 1.09321, 'min_y': -0.746881, 'max_y': 0.890021, 'min_z': -0.229562, 'max_z': 0.196062}"
D00772.obj,Shelf,202,306,triangles,"{'min_x': -0.571215, 'max_x': 0.95787, 'min_y': -0.934896, 'max_y': 0.745017, 'min_z': -0.223388, 'max_z': 0.11265}"
D00781.obj,Shelf,4773,6260,triangles,"{'min_x': -0.793321, 'max_x': 1.15081, 'min_y': -0.897298, 'max_y': 0.933888, 'min_z': -0.567211, 'max_z': 0.478878}"
D00818.obj,Shelf,1872,2298,triangles,"{'min_x': -0.53989, 'max_x': 0.981276, 'min_y': -0.604997, 'max_y': 0.665191, 'min_z': -0.220333, 'max_z': 0.216049}"
D00881.obj,Shelf,249,400,triangles,"{'min_x': -0.767308, 'max_x': 1.17375, 'min_y': -0.963581, 'max_y': 0.960719, 'min_z': -0.190552, 'max_z': 0.128665}"
D00887.obj,Shelf,261,404,triangles,"{'min_x': -0.754657, 'max_x': 1.12675, 'min_y': -0.470923, 'max_y': 0.704412, 'min_z': -0.129496, 'max_z': 0.180283}"
D00917.obj,Shelf,2452,4162,triangles,"{'min_x': -0.946831, 'max_x': 0.882232, 'min_y': -0.413191, 'max_y': 0.521659, 'min_z': -0.1558, 'max_z': 0.392554}"
D00956.obj,Shelf,122,173,triangles,"{'min_x': -0.803797, 'max_x': 0.934691, 'min_y': -0.721052, 'max_y': 0.5545, 'min_z': -0.215748, 'max_z': 0.179699}"
m844.obj,Shelf,200,324,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.826961, 'min_z': 0.025, 'max_z': 0.204296}"
m845.obj,Shelf,60,88,triangles,"{'min_x': 0.025, 'max_x': 0.785639, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.263024}"
m846.obj,Shelf,1101,2098,triangles,"{'min_x': 0.025, 'max_x': 0.551, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.267805}"
m847.obj,Shelf,158,244,triangles,"{'min_x': 0.025, 'max_x': 0.660413, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.225022}"
m849.obj,Shelf,128,192,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.662127, 'min_z': 0.025, 'max_z': 0.178756}"
m850.obj,Shelf,184,300,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.78355, 'min_z': 0.025, 'max_z': 0.198028}"
m851.obj,Shelf,68,120,triangles,"{'min_x': 0.025, 'max_x': 0.839286, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.296429}"
m852.obj,Shelf,104,228,triangles,"{'min_x': 0.025, 'max_x': 0.79527, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.281757}"
m853.obj,Shelf,100,228,triangles,"{'min_x': 0.025, 'max_x': 0.755769, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.207692}"
m854.obj,Shelf,96,204,triangles,"{'min_x': 0.025, 'max_x': 0.974269, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.193419}"
m855.obj,Shelf,46,44,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.816667, 'min_z': 0.025, 'max_z': 0.5}"
m856.obj,Shelf,64,96,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.791105, 'min_z': 0.025, 'max_z': 0.408053}"
m857.obj,Shelf,112,168,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.668611, 'min_z': 0.025, 'max_z': 0.331583}"
m858.obj,Shelf,48,28,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.5, 'min_z': 0.025, 'max_z': 0.12}"
m859.obj,Shelf,2556,4716,triangles,"{'min_x': 0.025, 'max_x': 0.677822, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.322313}"
m860.obj,Shelf,56,84,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.788295, 'min_z': 0.025, 'max_z': 0.291699}"
m861.obj,Shelf,150,232,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.910624, 'min_z': 0.025, 'max_z': 0.176864}"
m862.obj,Shelf,544,1024,triangles,"{'min_x': 0.025, 'max_x': 0.468246, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.912536}"
m863.obj,Shelf,289,362,triangles,"{'min_x': 0.025, 'max_x': 0.590289, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.213433}"
m864.obj,Shelf,323,406,triangles,"{'min_x': 0.025, 'max_x': 0.5, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.183336}"
m865.obj,Shelf,255,318,triangles,"{'min_x': 0.025, 'max_x': 0.722957, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.257657}"
m866.obj,Shelf,221,274,triangles,"{'min_x': 0.025, 'max_x': 0.936995, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.329004}"
m868.obj,Shelf,112,180,triangles,"{'min_x': 0.025, 'max_x': 0.387727, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.197727}"
D00027.obj,Ship,4202,4887,triangles,"{'min_x': -0.70186, 'max_x': 1.03006, 'min_y': -0.403568, 'max_y': 0.302762, 'min_z': -0.196767, 'max_z': 0.180722}"
D00042.obj,Ship,2275,3816,triangles,"{'min_x': -1.00258, 'max_x': 0.964704, 'min_y': -0.203019, 'max_y': 0.255754, 'min_z': -0.422159, 'max_z': 0.208107}"
D00099.obj,Ship,374,672,triangles,"{'min_x': -0.921394, 'max_x': 0.950876, 'min_y': -0.256689, 'max_y': 0.450704, 'min_z': -0.117036, 'max_z': 0.193121}"
D00175.obj,Ship,13725,26994,triangles,"{'min_x': -0.680901, 'max_x': 0.865118, 'min_y': -0.247049, 'max_y': 0.219483, 'min_z': -0.165009, 'max_z': 0.217065}"
D00247.obj,Ship,6122,10530,triangles,"{'min_x': -0.942829, 'max_x': 0.990447, 'min_y': -0.249844, 'max_y': 0.193791, 'min_z': -0.127142, 'max_z': 0.149932}"
D00258.obj,Ship,9284,10781,triangles,"{'min_x': -0.964138, 'max_x': 0.895676, 'min_y': -0.368354, 'max_y': 0.321623, 'min_z': -0.13321, 'max_z': 0.119153}"
D00292.obj,Ship,4340,4887,triangles,"{'min_x': -0.704417, 'max_x': 1.02567, 'min_y': -0.410858, 'max_y': 0.296958, 'min_z': -0.181184, 'max_z': 0.17597}"
D00429.obj,Ship,19361,36405,triangles,"{'min_x': -0.683971, 'max_x': 1.00175, 'min_y': -0.244451, 'max_y': 0.300118, 'min_z': -0.327857, 'max_z': 0.312399}"
D00467.obj,Ship,5062,5504,triangles,"{'min_x': -1.01228, 'max_x': 0.95186, 'min_y': -0.269387, 'max_y': 0.150805, 'min_z': -0.093821, 'max_z': 0.100438}"
D00539.obj,Ship,23858,41981,triangles,"{'min_x': -1.03133, 'max_x': 0.89599, 'min_y': -0.215717, 'max_y': 0.148406, 'min_z': -0.198848, 'max_z': 0.228831}"
D00543.obj,Ship,7537,14375,triangles,"{'min_x': -0.839794, 'max_x': 1.06456, 'min_y': -0.616998, 'max_y': 0.215636, 'min_z': -0.23086, 'max_z': 0.200711}"
D00647.obj,Ship,1713,3374,triangles,"{'min_x': -0.974421, 'max_x': 0.981983, 'min_y': -0.228144, 'max_y': 0.168889, 'min_z': -0.143241, 'max_z': 0.126853}"
D00771.obj,Ship,33376,65300,triangles,"{'min_x': -0.847981, 'max_x': 1.09133, 'min_y': -0.497375, 'max_y': 0.256202, 'min_z': -0.115535, 'max_z': 0.089999}"
D00791.obj,Ship,4200,4887,triangles,"{'min_x': -1.00437, 'max_x': 0.725268, 'min_y': -0.305311, 'max_y': 0.406037, 'min_z': -0.179924, 'max_z': 0.184624}"
D00809.obj,Ship,40714,80272,triangles,"{'min_x': -0.981329, 'max_x': 0.899011, 'min_y': -0.439915, 'max_y': 0.263674, 'min_z': -0.161653, 'max_z': 0.192675}"
D00837.obj,Ship,6122,10530,triangles,"{'min_x': -0.924, 'max_x': 1.00797, 'min_y': -0.273261, 'max_y': 0.167856, 'min_z': -0.124809, 'max_z': 0.153832}"
D00896.obj,Ship,4991,9542,triangles,"{'min_x': -1.13694, 'max_x': 0.757844, 'min_y': -0.444753, 'max_y': 0.335244, 'min_z': -0.259955, 'max_z': 0.251197}"
D00907.obj,Ship,21442,18338,triangles,"{'min_x': -0.618782, 'max_x': 0.898453, 'min_y': -0.284349, 'max_y': 0.446495, 'min_z': -0.264673, 'max_z': 0.31066}"
D00935.obj,Ship,124,200,triangles,"{'min_x': -0.914527, 'max_x': 0.965058, 'min_y': -0.120096, 'max_y': 0.208284, 'min_z': -0.060672, 'max_z': 0.114198}"
D00949.obj,Ship,2547,3668,triangles,"{'min_x': -1.01365, 'max_x': 0.933231, 'min_y': -0.247172, 'max_y': 0.51412, 'min_z': -0.209759, 'max_z': 0.385996}"
m1427.obj,Ship,757,1084,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.219739, 'min_z': 0.025, 'max_z': 0.1816}"
m1428.obj,Ship,817,1083,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.239868, 'min_z': 0.025, 'max_z': 0.14634}"
m1429.obj,Ship,749,1039,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.301662, 'min_z': 0.025, 'max_z': 0.13238}"
m1430.obj,Ship,774,1032,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.367111, 'min_z': 0.025, 'max_z': 0.138905}"
m1431.obj,Ship,674,960,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.318517, 'min_z': 0.025, 'max_z': 0.176693}"
m1432.obj,Ship,573,822,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.262155, 'min_z': 0.025, 'max_z': 0.119449}"
m1433.obj,Ship,926,1227,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.313262, 'min_z': 0.025, 'max_z': 0.195429}"
m1434.obj,Ship,600,1077,triangles,"{'min_x': 0.025, 'max_x': 0.47232, 'min_y': 0.025, 'max_y': 0.276558, 'min_z': 0.025, 'max_z': 0.975}"
m1435.obj,Ship,4241,4887,triangles,"{'min_x': 0.025, 'max_x': 0.21916, 'min_y': 0.025, 'max_y': 0.403522, 'min_z': 0.025, 'max_z': 0.975}"
m1436.obj,Ship,1704,3340,triangles,"{'min_x': 0.025, 'max_x': 0.155969, 'min_y': 0.025, 'max_y': 0.209796, 'min_z': 0.025, 'max_z': 0.975}"
m1437.obj,Ship,658,930,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.284961, 'min_z': 0.025, 'max_z': 0.127364}"
m1438.obj,Ship,1309,2454,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.19299, 'min_z': 0.025, 'max_z': 0.187891}"
m1439.obj,Ship,428,848,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.2687, 'min_z': 0.025, 'max_z': 0.122699}"
m1440.obj,Ship,4230,5977,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.221908, 'min_z': 0.025, 'max_z': 0.262171}"
m1441.obj,Ship,3153,4116,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.425436, 'min_z': 0.025, 'max_z': 0.239859}"
m1442.obj,Ship,6859,12554,triangles,"{'min_x': 0.025, 'max_x': 0.164983, 'min_y': 0.025, 'max_y': 0.305256, 'min_z': 0.025, 'max_z': 0.975}"
m1444.obj,Ship,6251,11722,triangles,"{'min_x': 0.025, 'max_x': 0.231519, 'min_y': 0.025, 'max_y': 0.45932, 'min_z': 0.025, 'max_z': 0.975}"
m1446.obj,Ship,6122,10530,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.159904, 'min_z': 0.025, 'max_z': 0.244612}"
m1447.obj,Ship,3189,6000,triangles,"{'min_x': 0.025, 'max_x': 0.121877, 'min_y': 0.025, 'max_y': 0.179082, 'min_z': 0.025, 'max_z': 0.975}"
m1448.obj,Ship,182,328,triangles,"{'min_x': 0.025, 'max_x': 0.186087, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.681739}"
m1449.obj,Ship,330,660,triangles,"{'min_x': 0.025, 'max_x': 0.223899, 'min_y': 0.025, 'max_y': 0.849298, 'min_z': 0.025, 'max_z': 0.975}"
m1450.obj,Ship,98,156,triangles,"{'min_x': 0.025, 'max_x': 0.238483, 'min_y': 0.025, 'max_y': 0.843388, 'min_z': 0.025, 'max_z': 0.975}"
